Label,Type,Description,Tag
Jacob L. Moreno,,,
Abraham Joshua Heschel,,,
Fritz Perls,,,
Laura Perls,,,
John Berger,,,
Emil Brunner,,,
Lewis A. Coser,,,
Mark Granovetter,,,
Barry Wellman,,,
Harrison White,,,
Western Marxism,,,
Praxis School,,,
Budapest School,,,
Peter L. Berger,,,
Lucien Goldmann,Continental philosophy,Western philosophy,20th-century philosophy
Thomas Luckmann,,,
John Bellamy Foster,,,
Karl Polanyi,,,
Tom Rockmore,Continental philosophy,Western philosophy,Contemporary philosophy
Moishe Postone,,,
Karel Kosík,Continental philosophy,Western philosophy,20th-century philosophy
Eugen Herrigel,,,
Winnicott,,,
André Green (psychoanalyst),,,
Mikhail Bakhtin,,Russian philosophy,20th-century philosophy
Tadeusz Stefan Zieliński,,,
Tzvetan Todorov,Continental philosophy,Western philosophy,Contemporary philosophy
Gayatri Chakravorty Spivak,Continental philosophy,Western philosophy,Contemporary philosophy
Paul de Man,Deconstruction,Western philosophy,Contemporary philosophy
Philippe Lacoue-Labarthe,Continental philosophy,Western philosophy,20th-century philosophy
Maebh Long,,,
Geoffrey Hartman,,,
James K. A. Smith,,,
Béatrice Galinon-Mélénec,,,
Peter Rollins,Continental philosophy,Western philosophy,Contemporary philosophy
Sarah Kofman,Continental philosophy,Western philosophy,20th-century philosophy
Paul B. Preciado,Continental philosophy,Western philosophy,21st-century philosophy
Theodore Jennings,,,
List of thinkers influenced by deconstruction,,,
Monsieur Chouchani,,,
Zygmunt Bauman,Continental philosophy,,
Robert Bernasconi,Continental philosophy,Western philosophy,21st-century philosophy
Alain Finkielkraut,Continental philosophy,Western philosophy,20th-
Benny Lévy,Continental philosophy,Western Philosophy,20th-century philosophy
Alphonso Lingis,Continental philosophy,,20th-century philosophy
John Llewelyn,,,
Avital Ronell,Continental philosophy,Western philosophy,20th-
Catherine Clément,,,
Robert Warshow,,,
Roger Sessions,,,
Jean Renoir,,,
André Bazin,,,
Rogers Albritton,,,
Claude Esteban,,,
Charles Bernstein (poet),,,
Shoshana Felman,,,
Jay Cantor,,,
Michael Fried,,,
Paul Guyer,Analytic philosophy,Western philosophy,Contemporary philosophy
Terrence Malick,,,
Paul W. Franks,,,
Verifiability,,,
Ross McElwee,,,
Hent de Vries,,,
Vicki Hearne,,,
Marc Shell,,,
Arnaud Desplechin,,,
Robert H. Gardner,,,
David Macarthur,,,
Barbara Herman,,,
Indian philosophy,,,
Aeschylus,,,
Pindar,,,
Cato the Elder,,,
John F. Kennedy,,,
Martin Luther King Jr.,,,
W. B. Yeats,,,
Sinclair Lewis,,,
Ernest Hemingway,,,
Upton Sinclair,,,
E. B. White,,,
E. O. Wilson,,,
Chris McCandless,,,
Glenn Gould,,,
Jonas Mekas,,,
Monarchomachs,,,
Cyrano de Bergerac,,,
Gene Sharp,,,
Lew Rockwell,,,
John Holloway (sociologist),,,
Otto Brunner,,,
Lega Nord,,,
Federalism,,,
Bruno Leoni,Libertarianism,Western philosophy,20th-century philosophy
Hans-Hermann Hoppe,,,
Gaetano Salvemini,,,
Joseph Schumpeter,,,
Seymour Martin Lipset,,,
James Burnham,,,
Sam Francis (writer),,,
Israel Kirzner,,,
Luigi Firpo,,,
Johann Most,,,
Roger Nash Baldwin,,,
Ba Jin,,,
Itō Noe,,,
Margaret Sanger,,,
Louis Blanc,Socialism,Western philosophy,19th-century philosophy
Nikolay Nekrasov,,,
Ivan Sechenov,,,
Russian Marxists,,,
Maxim Antonovich,,,
Nikolay Dobrolyubov,,,
Pyotr Lavrov,Narodnik,Russian philosophy,19th century philosophy
Svetozar Marković,Socialism,Serbian philosophy,19th-century philosophy
Nikolay Mikhaylovsky,,,
Pyotr Tkachev,,,
Étienne Cabet,,,
Stephen Pearl Andrews,,,
William Batchelder Greene,,,
Randy Barnett,,,
Individualist anarchism in Europe,,,
Jane Jacobs,,,
Erwin Anton Gutkind,,,
Abdullah Öcalan,,,
Rojava conflict,,,
David Graeber,,,
Friedrich Pollock,,,
Norman O. Brown,Marxism,Western philosophy,20th-century philosophy
Angela Davis,,,
George Katsiaficas,,,
Abbie Hoffman,,,
Douglas Kellner,,Western philosophy,20th
Russell Jacoby,,,
Xi Jinping,,,
Erich Fromm,Continental philosophy,Western philosophy,20th century philosophy
Wolfgang Abendroth,,,
Karl Bühler,,,
Claus Offe,,,
Rainer Forst,Critical theory,Western philosophy,21st century philosophy
Carol C. Gould,Critical theory,Western philosophy,20th-
Thomas A. McCarthy,,,
Nancy Fraser,Continental philosophy,Western philosophy,20th-century philosophy
Michael Friedman (philosopher),Analytic philosophy,Western philosophy,Modern philosophy
Cristina Lafont,Critical theory,,
Charles Horton Cooley,,,
Herbert Blumer,,,
Charles W. Morris,,,
W. I. Thomas,,,
Charles A. Ellwood,,,
Erving Goffman,,,
Anselm Strauss,,,
Howard S. Becker,,,
Tamotsu Shibutani,,,
Eino Kaila,,,
R. B. Braithwaite,Analytic philosophy,Western philosophy,Contemporary philosophy
J. M. E. McTaggart,British idealism,Western philosophy,19th-
W. D. Ross,Analytic philosophy,Western philosophy,20th-century philosophy
Peter Geach,Analytical Thomism,Western philosophy,20th-century philosophy
Stanley Victor Keeling,,,
Benjamin Jowett,,,
F. D. Maurice,,,
Citing sources,,,
Samuel Alexander,British idealism,Western philosophy,20th-century philosophy
Leonard Hobhouse,,,
C. B. Macpherson,,,
J. H. Muirhead,British idealism,Western philosophy,20th-century philosophy
R. L. Nettleship,,,
Hastings Rashdall,,,
David George Ritchie,British idealism,Western philosophy,19th-century philosophy
John Anderson (philosopher),Analytic philosophy,Western philosophy,20th-century philosophy
Henry Jones (philosopher),British idealism,Western philosophy,19th-century philosophy
John Passmore,Analytic philosophy,Western philosophy,20th-century philosophy
A. J. Baker,,,
David Malet Armstrong,Analytic philosophy,Western philosophy,20th-century philosophy
David Stove,Analytic philosophy,Western philosophy,20th-century philosophy
Eugene Kamenka,,,
Hedley Bull,English School,,
Edward Caird,British idealism,Western philosophy,19th-century philosophy
John Watson (philosopher),Speculative idealism,Western philosophy,19th-century philosophy
John Caird (theologian),,,
Salem Bland,,,
James Franklin (philosopher),,,
Peter Forrest (philosopher),,,
Richard Joyce (philosopher),Analytic,Western philosophy,Contemporary philosophy
Michael Lou Martin,Analytic philosophy,Western philosophy,Contemporary philosophy
Martin Wight,,,
Clement Charles Julian Webb,,,
H. H. Price,Analytic philosophy,Western philosophy,20th-century philosophy
Timothy Williamson,,,
Judith N. Shklar,,,
Burton Dreben,Analytic philosophy,Western philosophy,20th-century philosophy
James Meade,,,
Kwame Anthony Appiah,Cosmopolitanism,Western philosophy,Contemporary philosophy
John Harsanyi,,,
Ronald Dworkin,Analytic,Western philosophy,Contemporary philosophy
David Estlund,Analytic,Western Philosophy,21st-century philosophy
Thomas Pogge,Analytic,Western philosophy,Contemporary philosophy
Charles Beitz,,,
Brian Barry,,,
Thom Brooks,,,
T. M. Scanlon,Analytic philosophy,Western philosophy,21st-century philosophy
Joshua Cohen (philosopher),,,
Michael Sandel,Analytic,Western philosophy,Contemporary philosophy
Tommie Shelby,Africana philosophy,Western philosophy,21st-century philosophy
Amartya Sen,,,
Nicholas Stern Baron Stern of Brentford,,,
Claudia Card,,,
Christine Korsgaard,Analytic,Western philosophy,20th-century philosophy
Kenneth Binmore,Analytic philosophy,Western philosophy,20th
Luc Foisneau,,,
Samuel Freeman (philosopher),,,
Marc Fleurbaey,,,
Amy Gutmann,,,
Onora O'Neill,Analytic philosophy,Western philosophy,Contemporary philosophy
Michael Otsuka,,,
Susan Neiman,Analytic,Western philosophy,20th-
Philippe Van Parijs,Analytical Marxism,Western philosophy,20th-century philosophy
Will Kymlicka,Modern liberalism,Western philosophy,Contemporary philosophy
Carlos Santiago Nino,,,
Susan Moller Okin,,,
Edmund Phelps,,,
Ian Shapiro,,,
Michael Walzer,,,
Analytical Marxism,,,
Alfred Marshall,,,
Derek Parfit,Analytic philosophy,Western philosophy,Contemporary philosophy
Arthur Cecil Pigou,,,
Shelly Kagan,,Western philosophy,Contemporary philosophy
David Pears,,,
Jonathan Glover,,,
James Griffin (philosopher),,,
Larry Temkin,,,
Jeff McMahan (philosopher),Analytic,Western philosophy,Contemporary philosophy
John Cottingham,,,
Brad Hooker,Analytic,Western philosophy,Contemporary philosophy
Ruth Chang,Analytic philosophy,Western philosophy,Contemporary philosophy
Thomas Hurka,Analytic philosophy,Western philosophy,Contemporary philosophy
Samuel Scheffler,,,
Austin Dacey,Analytic philosophy,Western philosophy,Contemporary philosophy
Sharon Street,Analytic philosophy,Western philosophy,Contemporary philosophy
Anthony Kenny,Analytical Thomism,Western philosophy,Contemporary philosophy
Sebastian Rödl,German Idealism,,
C. J. F. Williams,Analytic philosophy,Western philosophy,20th-century
Gareth Evans (philosopher),Analytic philosophy,Western philosophy,20th-century philosophy
Luciano Floridi,Analytic,Western philosophy,Contemporary philosophy
Christopher Peacocke,Analytic,Western philosophy,Contemporary philosophy
Carlo Penco,Analytic,Western philosophy,Contemporary philosophy
Ian Rumfitt,Analytic,Western Philosophy,20th-century philosophy
Herbert Feigl,Analytic philosophy,Western philosophy,20th-century philosophy
Ernest Lepore,Analytic philosophy,Western philosophy,Contemporary philosophy
Kirk Ludwig,Analytic Philosophy,Western philosophy,Contemporary philosophy
Jeff Malpas,Continental philosophy,Western philosophy,Contemporary philosophy
Tyler Burge,Analytic,Western philosophy,Contemporary philosophy
Mark Bevir,Postanalytic,Western philosophy,20th
Roger Gibson,Analytic philosophy,Western philosophy,20th-century philosophy
Penelope Maddy,Analytic philosophy,Western philosophy,Contemporary philosophy
Dagfinn Føllesdal,Analytic philosophy,Western philosophy,Contemporary philosophy
Gilbert Harman,Analytic philosophy,Western philosophy,Contemporary philosophy
Hao Wang (academic),,,
Sam Harris,,Western philosophy,Contemporary philosophy
Douglas Hofstadter,,,
Geoffrey Miller (psychologist),,,
David Chalmers,Analytic,Western philosophy,Contemporary philosophy
Douglas Harding,,,
Nick Bostrom,Analytic philosophy,Western philosophy,Contemporary philosophy
Andrew Yang,,,
Coleman Hughes,,,
Douglas Murray (author),,,
Maajid Nawaz,,,
Gualtiero Piccinini,Analytic,Western philosophy,Contemporary philosophy
Ruth Barcan Marcus,Analytic,Western philosophy,Contemporary philosophy
Haskell Curry,,,
John P. Burgess,Analytic philosophy,Western philosophy,Contemporary philosophy
Paul Boghossian,Analytic,Western philosophy,Contemporary philosophy
Michael Devitt,Analytic philosophy,Western philosophy,Contemporary philosophy
Hartry Field,Analytic,Western philosophy,Contemporary philosophy
Sydney Shoemaker,Analytic philosophy,Western philosophy,20th-century philosophy
Scott Soames,Analytic,Western philosophy,Contemporary philosophy
Stephen Yablo,Analytic,Western philosophy,Contemporary philosophy
Arthur Prior,Analytic philosophy,,
J. N. Findlay,Analytic philosophy,Western philosophy,20th-century philosophy
Józef Maria Bocheński,Analytical Thomism,Western philosophy,20th century philosophy
Jan Łukasiewicz,Lwów–Warsaw school,Western philosophy,20th-century philosophy
John Lemmon,,,
Max Cresswell,Analytic,Western philosophy,Contemporary philosophy
Kit Fine,Analytic,Western philosophy,Contemporary philosophy
Jerzy Słupecki,,,
John Corcoran (logician),,,
Timothy Smiley,,,
Sigmund Exner,,,
Alois Höfler,,,
Oswald Külpe,,,
Robert von Zimmermann,,,
Felix Weltsch,,,
Stephan Witasek,,,
Ernst Mally,Graz School,Western philosophy,20th-century philosophy
Richard Hönigswald,,,
Héctor-Neri Castañeda,Analytic philosophy,Western philosophy,20th-century philosophy
Terence Parsons,Analytic philosophy,Western philosophy,Contemporary philosophy
Graham Priest,Analytic philosophy,Western philosophy,Contemporary philosophy
Richard Sylvan,Analytic philosophy,Western philosophy,20th-century philosophy
William J. Rapaport,Analytic philosophy,Western philosophy,Contemporary philosophy
Edward N. Zalta,Analytic philosophy,Western philosophy,Contemporary philosophy
Panayot Butchvarov,,,
John Perry (philosopher),Analytic philosophy,Western philosophy,20th-century philosophy
Roy Wood Sellars,,,
Ruth Millikan,Analytic,Western philosophy,Contemporary philosophy
Mark Lance,,,
Annette Baier,Analytic philosophy,Western philosophy,Contemporary philosophy
Jay Rosenberg,,,
John Haugeland,Analytic philosophy,Western philosophy,Contemporary philosophy
Terry Pinkard,Continental,Western philosophy,Contemporary philosophy
Jeffrey Stout,,,
Laurence BonJour,Analytic,Western philosophy,Contemporary philosophy
Richard Posner,,,
Raymond Geuss,Continental,Western philosophy,Contemporary philosophy
Philosophy of artificial intelligence,,,
Patricia Benner,,,
Taylor Carman,,,
Sean Dorrance Kelly,Continental,Western philosophy,Contemporary philosophy
John Richardson (philosopher),Continental philosophy,,
Iain Thomson,Continental,Western philosophy,Contemporary philosophy
Mark Wrathall,,,
Daniel Lagache,,,
Félix Guattari,Continental philosophy,Western philosophy,20th-century philosophy
David M. Halperin,,,
Paul Rabinow,,,
Karen Barad,Continental philosophy,Western philosophy,Contemporary philosophy
Comte de Lautréamont,,,
Leslie Hill,,,
Pierre Joris,,,
Paul Auster,,,
Ferdinand Alquié,,,
Gregory Bateson,,,
Maurice de Gandillac,,,
Rosi Braidotti,Continental philosophy,Western philosophy,20th
Brian Massumi,Process philosophy,Western philosophy,20th-
Gérard Granel,,,
Paul Veyne,,,
Évariste Galois,,,
Martial Gueroult,Continental philosophy,Western philosophy,20th-century philosophy
Jean Bricmont,,,
John Milios,,,
Evgeny Pashukanis,,,
Eurocommunism,,,
Bob Jessop,,,
Leo Panitch,,,
James C. Scott,,,
Richard Seymour (21st-century writer),,,
Kristin Ross,Comparative Literature,,
Todd May,Continental,Western philosophy,21st-century philosophy
Levi Bryant,Continental philosophy,Western philosophy,Contemporary philosophy
Jodi Dean,Marxism,,
Gabriel Rockhill,,,
Mark Fisher,Continental philosophy,,
Margret Grebowicz,,,
Richard Bauckham,,,
Bryan Reynolds (scholar),Performance studies,,
Michael Hardt,Continental philosophy,Western philosophy,20th-century philosophy
Marcella Althaus-Reid,,,
Isabelle Stengers,Continental philosophy,Western philosophy,Contemporary philosophy
Galvano Della Volpe,,,
Jacques Camatte,,,
Raya Dunayevskaya,Western Marxism,Western philosophy,20th-century philosophy
Richard_J._F._Day,,,
Leopoldina Fortunati,,,
Hugo Chávez,,,
Gustavo Petro,,,
Alfred Jarry,,,
Elias Canetti,,,
Roger Caillois,,,
Richard G. Smith (geographer),,,
Sophie Calle,,,
Peter Halley,,,
Gerald Vizenor,,,
The Wachowskis,,,
Cody Wilson,,,
Gilles Lipovetsky,,Western philosophy,Contemporary philosophy
Mario Perniola,,,
Byung-Chul Han,Hegelianism,Western philosophy,20th-
Adam Possamai,,,
Arthur Kroker,,,
Sylvère Lotringer,,Western philosophy,20th-
Graham Ward (theologian),,,
Pierre Teilhard de Chardin,Christian philosophy,Western philosophy,20th-century philosophy
Edward Alexander Bott,,,
Bertram Brooker,,,
Richard Maurice Bucke,,,
Edmund Snow Carpenter,,,
Marcel Duchamp,,,
Reginald Fessenden,,,
John Murray Gibbon,,,
Eric A. Havelock,,,
Harold Innis,,,
F. R. Leavis,,,
Thomas Nashe,,,
I. A. Richards,,,
Hans Selye,,,
Norbert Bolz,,Western philosophy,20th-century philosophy
Douglas Coupland,,,
Merce Cunningham,,,
Dick Higgins,,,
Hugh Kenner,,,
Jacques Languirand,,,
Timothy Leary,,,
Ann Nocenti,,,
Walter J. Ong,,,
B. W. Powe,,,
Douglas Rushkoff,,,
USCO,,,
Nelson Thall,,,
William Irwin Thompson,,,
Wired_(magazine),,,
John the Evangelist,,,
Ignatius of Loyola,,,
Thomas Berry,,,
Julian Huxley,,,
Theodosius Dobzhansky,,,
Frank J. Tipler,,,
K. H. Ting,,,
Brian Swimme,,,
John Perry Barlow,,,
John of Damascus,Neoplatonism,,Medieval philosophy
John of Patmos,,,
Proclus of Constantinople,,,
Robert Spaemann,,,
Gregory of Narek,,,
Juliusz Słowacki,,,
Jan Tyranowski,,,
Solidarity (Polish trade union),,,
Robert Barron,Thomism,Western philosophy,Contemporary philosophy
Ludwig Derleth,,,
Josef Pieper,Thomism,Western philosophy,20th-century philosophy
Max Lehmann (historian),,,
Hedwig Conrad-Martius,,,
Dermot Moran,,,
René Wellek,,,
Wolfgang Iser,,,
Lydia Goehr,,,
Jitendra Nath Mohanty,,,
The_Invention_of_Art,,,
Andy Warhol,,,
George Dickie (philosopher),Analytic,Western philosophy,20th-century philosophy
Noël Carroll,,,
David Carrier,Analytic,Western philosophy,Contemporary philosophy
Israel Scheffler,Analytic philosophy,Western philosophy,Contemporary philosophy
Kendall Walton,Analytic,Western philosophy,Contemporary philosophy
Stephen Stich,Analytic,Western philosophy,Contemporary philosophy
Catherine Elgin,,,
John Earman,Analytic,Western philosophy,Contemporary philosophy
Philip Kitcher,Analytic philosophy,Western philosophy,Contemporary philosophy
Peter Achinstein,Analytic,Western philosophy,Contemporary philosophy
Lawrence Sklar,Analytic,Western philosophy,Contemporary philosophy
Wesley C. Salmon,Analytic,Western philosophy,Contemporary philosophy
Paul Hensel,,,
Takiyettin Mengüşoğlu,,,
Hilmi Ziya Ülken,,,
İoanna Kuçuradi,,,
David Hilbert,,,
J. David Velleman,Analytic,Western philosophy,Contemporary philosophy
Peter Railton,Analytic,Western philosophy,21st-century philosophy
John Hawthorne,,,
Barry Loewer,Analytic philosophy,Western philosophy,Contemporary philosophy
Theodore Sider,Analytic,Western philosophy,Contemporary philosophy
L. A. Paul,,,
Mark Johnston (philosopher),,,
Gideon Rosen,Analytic philosophy,Western philosophy,Contemporary philosophy
Stathis Psillos,Analytic philosophy,Western philosophy,Contemporary philosophy
Ted Honderich,Analytic,Western philosophy,Contemporary philosophy
Arda Denkel,Analytic,Western philosophy,Contemporary philosophy
Ramchandra Gandhi,,,
Martin Hollis (philosopher),,,
Keith Donnellan,Analytic philosophy,Western philosophy,Contemporary philosophy
Joshua Knobe,Experimental philosophy,Western philosophy,Contemporary philosophy
Mihailo Marković,,,
Peter Unger,Analytic philosophy,Western philosophy,Contemporary philosophy
Stuart Hampshire,Analytic philosophy,Western philosophy,Contemporary philosophy
Richard Wollheim,,,
Karel Čapek,,,
Catharine A. MacKinnon,,,
G. E. L. Owen,,,
Linda Martín Alcoff,Continental philosophy,Western philosophy,Contemporary philosophy
Louise Antony,,,
David G. Hebert,,,
Robert Sanderson (theologian),,,
Allan Gibbard,,,
Michael Polanyi,,,
Wilfred Cantwell Smith,,,
Daniel A. Bell,,,
Robert N. Bellah,,,
Craig Calhoun,,,
Joseph Augustine Di Noia,,,
Mark Edwards (bishop),,,
Hans Joas,Pragmatism,Western philosophy,21st-century philosophy
Guy Laforest,,,
Jack Layton,,,
Charles Lindholm,,,
David Lyon (sociologist),,,
Bhikhu Parekh,,,
Mary Poovey,,,
Christian Smith (sociologist),,,
Alain Touraine,,,
Michael Ignatieff,,,
Domingo Faustino Sarmiento,,,
The_Federalist,,,
Horace Mann,,,
Mary Tyler Peabody Mann,,,
Jean Reynaud,,,
Miguel Ángel Asturias,,,
Rubén Darío,,,
Paul Groussac,,,
Pedro Henríquez Ureña,,,
Leopoldo Lugones,,,
Ezequiel Martínez Estrada,,,
Marcelino Menéndez y Pelayo,,,
Gabriela Mistral,,,
Guido Beck,,,
Alberto González Domínguez,,,
Manuel Sadosky,,,
James Lovelock,,,
Walter Pater,,,
Maurice Cowling,,,
Gertrude Himmelfarb,,,
Margaret Thatcher,,,
Andrew Sullivan,,,
Richard E. Flathman,,,
Roger Kimball,,,
Stanisław Ignacy Witkiewicz,,,
Jan Stachniuk,Culturalism,Western philosophy,20th-century philosophy
Andrzej Trzebiński,,,
George Orwell,,,
Richard Llewellyn,,,
P. G. Wodehouse,,,
Evelyn Waugh,,,
Paul Scott (novelist),,,
Conor Cruise O'Brien,,,
Chapman Cohen,,,
Israel Shahak,,,
Martin Amis,,,
James Fenton,,,
Gad Saad,,,
Gerald Heard,,,
Swami Prabhavananda,,,
Annie Besant,,,
Charles Webster Leadbeater,,,
Dada Dharmadhikari,,,
Achyut Patwardhan,,,
Jackson Pollock,,,
Toni Packer,,,
Bruce Lee,,,
Theosophy,,,
G. M. Trevelyan,,,
Motilal Nehru,,,
Agnosticism,,,
Socialism,,,
Fabian Society,,,
Joseph Conrad,,,
Aimé Césaire,,,
Homi K. Bhabha,,,
Hamid Dabashi,Postcolonialism,Western philosophy,20th
Robert Fisk,,,
Rashid Khalidi,,,
Chris Hedges,,,
Ho Chi Minh,,,
N%C3%A9gritude,,,
Afro-pessimism,,,
Hortense Spillers,,,
Ngũgĩ wa Thiong'o,,,
Ali Shariati,,,
Steve Biko,,,
Huey P. Newton,,,
Bobby Seale,,,
Lewis Gordon,Continental philosophy,Western philosophy,Contemporary philosophy
Andrew Kliman,,,
Kevin B. Anderson,,,
Cyril Smith (Marxist),,,
Alfred Weber,,,
Elias Porter,,,
Chögyam Trungpa,Vajrayana,,
Felix Weil,,,
C. L. R. James,,,
Antonie Pannekoek,,,
Isidore Isou,,,
Dada,,,
May-68,,,
Contemporary anarchism,,,
Punk rock,,,
Ken Knabb,,,
François Rabelais,,,
Kostas Axelos,Continental philosophy,Western philosophy,20th-century philosophy
Edward Soja,,,
Mark Poster,Post-Structuralism,,20th
Neil Smith (geographer),,,
Edgar Morin,Continental philosophy,,
Henri Laborit,,,
Heinz von Foerster,,,
Henri Atlan,,,
René Thom,,,
Gotthard Günther,,,
Léon Brillouin,,,
Susan Sutherland Isaacs,,,
Piera Aulagnier,,,
Grace Lee Boggs,,,
Joan Robinson,,,
André Leroi-Gourhan,,,
Jean Laplanche,,,
Daniel Cohn-Bendit,,,
Chris Pallis,,,
Takis Fotopoulos,Libertarian socialism,Western philosophy,20th
Hans G. Furth,,,
Harald Wolf,,,
Pierre Vidal-Naquet,,,
René Lourau,,,
Shimshon Bichler,,,
Jonathan Nitzan,,,
Robin Hahnel,,,
Marcel Gauchet,Continental philosophy,Western philosophy,Contemporary philosophy
Georges Duby,,,
Jacques Le Goff,,,
Nicole Loraux,,,
Elias Petropoulos,Decadence,,
Lorraine Code,,,
Sudipta Kaviraj,,,
John Thompson (sociologist),,,
Richard Kearney,Continental philosophy,,
Emmanuel Macron,,,
John Lachs,Continental Philosophy,,Contemporary philosophy
German philosophy,,,
Paul Elmer More,,,
John Porter East,,,
Pat Buchanan,,,
Rick Santorum,,,
Jerome Corsi,,,
Antonin Scalia,,,
Robert Novak,,,
Mel Bradford,,,
John Derbyshire,,,
Mike Pence,,,
Stephen Darwall,Analytic,Western philosophy,Contemporary philosophy
Malcolm Budd,,,
Tim Crane,Analytic philosophy,Western philosophy,Contemporary philosophy
Mark Dooley,,Western philosophy,Contemporary philosophy
Anthony O'Hear,,,
Giles Fraser,,,
Maurice Glasman Baron Glasman,,,
Alexander Stoddart,,,
Marwa Al-Sabouni,,,
Christina Hoff Sommers,,,
Raymond Tallis,,,
James Duffield Harding,,,
Arthur Helps,,,
Richard Hooker,,,
Samuel Johnson,,,
John Keats,,,
Charles Eliot Norton,,,
Alfred Lord Tennyson,,,
J. M. W. Turner,,,
American Pre-Raphaelites,,,
Clement Attlee,,,
Detmar Blow,,,
Kenneth Clark,,,
W. G. Collingwood,,,
Clarence Cook,,,
Ralph Adams Cram,,,
George Fitzhugh,Continental philosophy,Western philosophy,19th century philosophy
Peter Fuller,,,
Walter Gropius,,,
James Jackson Jarves,,,
Octavia Hill,,,
John William Hill,,,
Richard Morris Hunt,,,
Clarence King,,,
Le Corbusier,,,
Charles Herbert Moore,,,
William Morris,,,
Pre-Raphaelite Brotherhood,,,
Hardwicke Rawnsley,,,
Cecil Rhodes,,,
Henry Hobson Richardson,,,
E. F. Schumacher,,,
Gustav Stickley,,,
Russell Sturgis,,,
Richard Upjohn,,,
Frank Lloyd Wright,,,
George Dod Armstrong,,,
Albert Taylor Bledsoe,,,
J. D. B. De Bow,,,
William J. Grayson,,,
Edmund Ruffin,,,
Thornton Stringfellow,,,
Algernon Sidney,Republicanism,Western philosophy,17th-century philosophy
James Tyrrell (writer),,Western philosophy,17th-century philosophy
Oliver Cromwell,,,
Louis Pasteur,,,
Paul Claudel,,,
Kurt Baier,Analytic,Western philosophy,Contemporary philosophy
Allen Buchanan,,,
Marcia Baron,,,
Knud Ejler Løgstrup,,,
Joseph Greenberg,,,
Nicolas Ruwet,,,
Friedemann Schulz von Thun,,,
Michael Silverstein,,,
Dell Hymes,,,
Morris Halle,,,
Alfred Radcliffe-Brown,,,
Edmund Leach,,,
Philippe Descola,Structuralism,,Social anthropology
Deleuze and Guattari,,,
Norbert Elias,,,
Erwin Panofsky,,,
Henri Gouhier,,,
Loïc Wacquant,,,
Édouard Louis,,,
Antanas Mockus,,,
Didier Eribon,,,
Maurice Godelier,,,
Andre Gunder Frank,,,
Mohammed Abed al-Jabri,,Arab world,20th-century philosophy
Ignacio Ellacuría,,,20th-century philosophy
Frederick Wilhelmsen,,,
Joseph Maréchal,Transcendental Thomism,Western philosophy,20th-century philosophy
Francis A. Sullivan,,,
Johann Baptist Metz,,,
Jon Sobrino,,,
Kathryn Tanner,,,
Tomáš Halík,,,
Catherine LaCugna,,,
Herbert Vorgrimler,,,
Karl Lehmann,,,
Richard De Smet,,,
Steven Shaviro,,,
Ian Bogost,,,
Timothy Morton,Speculative realism,Western philosophy,Contemporary philosophy
Algirdas Julien Greimas,,,
Gabriel Tarde,,,
Steven Connor,,,
Pierre Lévy,,,
Pre-Socratic philosophy,,,
Eduard Meyer,,,
John R. Commons,,,
Robert P. George,Aristotelianism,Western philosophy,Contemporary philosophy
William Havard,,,
Robert B. Heilman,,,
Frederick G. Lawrence,,,
Martin Palouš,,,
Ellis Sandoz,,,
Leon Kass,,,
John Crowley (author),,,
Peter Beilharz,,,
Rod Dreher,,,
David Papineau,Analytic philosophy,Western philosophy,Contemporary philosophy
Jason Josephson Storm,,,
John Hasbrouck Van Vleck,,,
Ludwik Fleck,,,
Anneliese Maier,,,
Hélène Metzger,,,
Norwood Russell Hanson,Analytic philosophy,Western philosophy,20th-century philosophy
Herbert Butterfield,,,
Martin Cohen (philosopher),,,
Paul Benacerraf,Analytic philosophy,Western philosophy,Contemporary philosophy
Patricia Kitcher,,,
Peter Godfrey-Smith,,,
C. Kenneth Waters,,,
Kyle Stanford,,,
Michael Weisberg,,,
Ronald de Sousa,Analytic philosophy,Western philosophy,Contemporary philosophy
George Boolos,Analytic philosophy,Western philosophy,20th-century philosophy
Carrie Ichikawa Jenkins,Analytic,Western philosophy,Contemporary philosophy
Michael P. Lynch,Analytic,Western philosophy,Contemporary philosophy
Duncan Pritchard,Analytic philosophy,Western philosophy,Contemporary philosophy
José Zalabardo,,,
Richard Boyd,Analytic,Western philosophy,Contemporary philosophy
David O. Brink,,,
Terence Irwin,Analytic,Western philosophy,Contemporary philosophy
David Lyons (philosopher),,,Contemporary philosophy
Manuel DeLanda,Continental philosophy,Western philosophy,Contemporary philosophy
Niklas Luhmann,,,
Božidar Debenjak,,,
Mladen Dolar,Ljubljana school of psychoanalysis,Western philosophy,20th-
Book of Job,,,
Alenka Zupančič,Ljubljana school of psychoanalysis,Western philosophy,20th-
Michael Brooks (political commentator),,,
Adrian Johnston (philosopher),Continental philosophy,Western philosophy,Contemporary philosophy
Eric Santner,,,
Alexis Tsipras,,,
Duane Rousselle,,,
Yanis Varoufakis,,,
Kenneth Burke,,,
Raymond Williams,Western Marxism,Western philosophy,20th-century philosophy
Philip K. Dick,,,
Ursula K. Le Guin,,,
Darko Suvin,Zagreb University,Western Philosophy,20th-century philosophy
Kim Stanley Robinson,,,
Gopal Balakrishnan,,,
Alexander R. Galloway,Media studies,Western philosophy,Contemporary philosophy
Franco Berardi,Autonomist Marxism,,
Sadie Plant,,,
Nick Srnicek,Continental philosophy,Western philosophy,Contemporary philosophy
Eugen von Böhm-Bawerk,,,
